Kind,Name,AvgLineCode,Cyclomatic,PercentLackOfCohesionModified,PercentLackOfCohesion,SumCyclomatic,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,RatioCommentToCode,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testConstructors(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,13,70,3,66,16,62,1,31,1,0,54,57,16,41,1,1,1,0,,,,,0,,1,0,0.02,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testContructorEvictionConfig(),,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,27,0,21,2,15,6,9,8,1,11,16,3,13,4,4,1,2,,,,,0,,2,0,0.29,4,4,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testEqualsIndiscernible(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,16,0,10,4,7,6,4,1,0,5,7,4,3,1,1,1,0,,,,,0,,1,0,0.6,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testEviction(),,17,,,17,,,,,,,,,,,,,,,,,,,,,,,,,1,48,4,44,2,38,0,11,65536,5,42,59,6,53,17,17,1,12,,,,,0,,1,0,0,17,17,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testEviction2(),,14,,,14,,,,,,,,,,,,,,,,,,,,,,,,,1,41,2,39,3,35,0,11,8192,4,37,51,5,46,14,14,1,11,,,,,0,,1,0,0,14,14,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testEvictionOrder(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,12,0,4,1,2,8,1,1,0,2,3,1,2,1,1,1,0,,,,,0,,0,0,2,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testEvictorVisiting(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,4,1,2,6,1,1,0,2,3,1,2,1,1,1,0,,,,,0,,0,0,1.5,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testExceptionOnActivateDuringBorrow(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,30,1,24,4,21,5,11,2,0,19,21,4,17,2,2,1,1,,,,,0,,1,0,0.21,2,2,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testExceptionOnDestroyDuringBorrow(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,17,0,16,1,13,2,11,2,0,11,13,1,12,2,2,1,1,,,,,0,,1,0,0.12,2,2,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testExceptionOnDestroyDuringReturn(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,13,0,13,2,11,1,11,1,0,11,12,2,10,1,1,1,0,,,,,0,,0,0,0.08,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testExceptionOnPassivateDuringReturn(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,2,5,0,6,1,0,5,6,2,4,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testFIFO(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,15,0,15,3,13,3,5,1,0,13,14,3,11,1,1,1,0,,,,,0,,0,0,0.2,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testInvalidateFreesCapacity(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,30,0,18,5,14,13,11,2,0,12,15,5,10,2,2,1,0,,,,,0,,2,0,0.72,2,2,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testInvalidateWaiting(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,67,11,44,9,37,14,20,2,0,27,32,8,24,2,2,1,0,,,,,0,,1,0,0.32,2,2,1
Anonymous Class,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testInvalidateWaiting.(Anon_2),13,,0,0,3,3,3,3,1,14,1,0,1,1,0,,0,0,,,,1,0,1,1,0,0,0,1,,17,2,15,2,13,0,,,,7,9,2,7,,,,,3,3,3,1,,2,1,,0,3,3,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testInvalidateWaiting.(Anon_2).call(),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,14,1,13,1,11,0,5,3,0,7,9,2,7,3,3,1,5,,,,,0,,1,0,0,3,3,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testJmxRegistration(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,6,4,4,3,5,1,0,4,5,4,1,1,1,1,0,,,,,0,,0,0,0.5,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testLIFO(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,15,0,15,3,13,3,5,1,0,13,14,3,11,1,1,1,0,,,,,0,,0,0,0.2,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testLivenessPerKey(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,24,2,13,4,11,10,7,1,0,11,12,4,8,1,1,1,0,,,,,0,,0,0,0.77,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testMakeObjectException(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,22,0,14,2,10,8,6,2,0,7,10,2,8,2,2,1,1,,,,,0,,2,0,0.57,2,2,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testMaxActivePerKeyExceeded(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,18,0,11,2,8,7,8,1,0,7,9,2,7,1,1,1,0,,,,,0,,1,0,0.64,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testMaxIdle(),,7,,,7,,,,,,,,,,,,,,,,,,,,,,,,,1,33,3,28,2,22,2,8,16,1,26,31,6,25,7,7,1,0,,,,,0,,1,0,0.07,7,7,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testMaxTotal(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,40,6,33,6,30,1,13,2,0,26,28,6,22,2,2,1,1,,,,,0,,1,0,0.03,2,2,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testMaxTotalInvariant(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,19,0,12,2,10,10,9,1,0,10,11,2,9,1,1,1,0,,,,,0,,0,0,0.83,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testMaxTotalLRU(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,48,10,34,8,32,4,8,1,0,32,33,8,25,1,1,1,0,,,,,0,,0,0,0.12,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testMaxTotalPerKey(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,14,1,12,1,9,1,4,2,0,7,9,1,8,2,2,1,1,,,,,0,,1,0,0.08,2,2,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testMaxTotalPerKeyZero(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,11,1,9,1,6,1,4,2,0,4,6,1,5,2,2,1,1,,,,,0,,1,0,0.11,2,2,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testMaxTotalWithThreads(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,39,8,24,8,21,7,7,2,0,20,22,8,14,2,3,1,0,,,,,0,,1,0,0.29,2,3,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testMaxTotalZero(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,11,1,9,1,6,1,4,2,0,4,6,1,5,2,2,1,1,,,,,0,,1,0,0.11,2,2,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testMaxWaitMultiThreaded(),,10,,,10,,,,,,,,,,,,,,,,,,,,,,,,,10,47,0,46,8,38,5,10,36,2,19,29,12,17,10,11,1,0,,,,,0,,2,0,0.11,10,11,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testMinIdle(),,7,,,7,,,,,,,,,,,,,,,,,,,,,,,,,1,38,10,27,3,23,1,13,64,2,25,32,5,27,7,7,1,4,,,,,0,,1,0,0.04,7,7,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testMinIdleMaxTotalPerKey(),,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,1,51,13,38,3,32,0,13,1024,3,35,46,7,39,11,11,1,6,,,,,0,,1,0,0,11,11,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testMinIdleNoPreparePool(),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,22,5,16,3,14,1,12,4,1,14,17,3,14,3,3,1,2,,,,,0,,1,0,0.06,3,3,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testMultipleReturn(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,24,0,17,3,13,7,9,2,0,10,13,3,10,2,2,1,1,,,,,0,,2,0,0.41,2,2,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testMutable(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,18,0,12,4,9,6,5,1,0,7,9,4,5,1,1,1,0,,,,,0,,1,0,0.5,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testNegativeMaxTotalPerKey(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,2,5,0,5,1,0,5,6,2,4,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testNumActiveNumIdle2(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,48,8,40,5,38,0,7,1,0,38,39,5,34,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testReturnToHead(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,36,3,20,4,17,20,13,1,0,16,18,4,14,1,1,1,0,,,,,0,,1,0,1,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testSettersAndGetters(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,50,0,50,1,28,0,23,1,0,28,29,1,28,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testThreaded1(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,1,4,0,4,1,0,4,5,1,4,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testValidationFailureOnReturnFreesCapacity(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,30,0,19,6,15,12,13,1,0,14,16,5,11,1,1,1,0,,,,,0,,1,0,0.63,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testValidationOnCreateOnly(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,25,4,21,4,18,0,10,1,0,14,16,5,11,1,1,1,0,,,,,0,,0,0,0,1,1,1
Anonymous Class,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testValidationOnCreateOnly.(Anon_1),3,,0,0,1,1,1,1,1,3,0,0,1,2,0,,0,0,,,,1,0,1,1,0,0,0,1,,5,0,5,0,4,0,,,,1,2,1,1,,,,,1,1,1,1,,2,0,,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testValidationOnCreateOnly.(Anon_1).run(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,0,2,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testWhenExhaustedBlockClosePool(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,29,5,13,3,11,11,10,1,0,11,12,3,9,1,1,1,0,,,,,0,,0,0,0.85,1,1,1
Public Class,org.apache.commons.pool2.impl.TestGenericObjectPool,18,,55,60,238,2,2,2,1,23,1,3,1,27,0,,0,1,,,,87,2,87,117,0,10,5,72,,2890,341,2198,534,1450,385,,,,1296,1694,471,1223,,,,,17,17,17,1,,5,4,,0.18,238,243,87
Protected Static Class,org.apache.commons.pool2.impl.TestGenericObjectPool.AtomicIntegerFactory,4,,81,81,16,1,1,1,1,5,0,1,1,2,0,,0,0,,,,11,5,11,20,0,0,0,11,,93,17,61,24,30,15,,,,20,37,17,20,,,,,2,2,2,1,,3,1,,0.25,16,16,11
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.AtomicIntegerFactory.activateObject(PooledObject<AtomicInteger>),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,1,4,0,3,2,0,2,4,1,3,2,2,1,1,,,,,0,,1,0,0,2,2,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.AtomicIntegerFactory.create(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,1,4,0,2,2,0,2,4,1,3,2,2,1,1,,,,,0,,1,0,0,2,2,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.AtomicIntegerFactory.destroyObject(PooledObject<AtomicInteger>),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,1,3,0,1,2,0,1,3,1,2,2,2,1,1,,,,,0,,1,0,0,2,2,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.AtomicIntegerFactory.passivateObject(PooledObject<AtomicInteger>),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,1,4,0,3,2,0,2,4,1,3,2,2,1,1,,,,,0,,1,0,0,2,2,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.AtomicIntegerFactory.setActivateLatency(long),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,1,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.AtomicIntegerFactory.setCreateLatency(long),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,1,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.AtomicIntegerFactory.setDestroyLatency(long),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,1,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.AtomicIntegerFactory.setPassivateLatency(long),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,1,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.AtomicIntegerFactory.setValidateLatency(long),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,1,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.AtomicIntegerFactory.validateObject(PooledObject<AtomicInteger>),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,1,4,0,4,2,0,2,4,1,3,2,2,1,1,,,,,0,,1,0,0,2,2,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.AtomicIntegerFactory.wrap(AtomicInteger),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Private Class,org.apache.commons.pool2.impl.TestGenericObjectPool.ConcurrentBorrowAndEvictThread,6,,25,25,4,2,2,2,1,6,0,0,1,2,0,,0,0,,,,2,2,2,2,0,0,0,2,,19,2,17,6,7,1,,,,5,10,5,5,,,,,3,3,3,1,,2,2,,0.06,4,4,2
Public Constructor,org.apache.commons.pool2.impl.TestGenericObjectPool.ConcurrentBorrowAndEvictThread.ConcurrentBorrowAndEvictThread(boolean),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.ConcurrentBorrowAndEvictThread.run(),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,9,1,6,1,3,3,0,2,5,1,4,3,3,1,2,,,,,0,,2,0,0.11,3,3,1
Private Static Class,org.apache.commons.pool2.impl.TestGenericObjectPool.CreateErrorFactory,3,,25,25,4,1,1,1,1,3,0,0,1,2,0,,0,0,,,,4,1,4,13,0,0,0,4,,23,5,18,8,6,0,,,,6,11,6,5,,,,,1,1,1,1,,3,0,,0,4,4,4
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.CreateErrorFactory.create(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.CreateErrorFactory.hasQueuedThreads(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.CreateErrorFactory.release(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.CreateErrorFactory.wrap(String),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Private Static Class,org.apache.commons.pool2.impl.TestGenericObjectPool.CreateFailFactory,3,,25,25,4,1,1,1,1,3,0,0,1,2,0,,0,0,,,,4,1,4,13,0,0,0,4,,23,5,18,8,6,0,,,,6,11,6,5,,,,,1,1,1,1,,3,0,,0,4,4,4
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.CreateFailFactory.create(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.CreateFailFactory.hasQueuedThreads(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.CreateFailFactory.release(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.CreateFailFactory.wrap(String),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Private Static Class,org.apache.commons.pool2.impl.TestGenericObjectPool.DummyFactory,3,,0,0,2,1,1,1,1,3,0,0,1,2,0,,0,0,,,,2,0,2,11,0,0,0,2,,11,0,11,6,2,0,,,,2,5,3,2,,,,,1,1,1,1,,3,0,,0,2,2,2
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.DummyFactory.create(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.DummyFactory.wrap(Object),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Private Static Generic Class,org.apache.commons.pool2.impl.TestGenericObjectPool.EvictionThread,4,,0,0,3,1,1,1,1,5,0,0,1,1,0,,0,0,,,,2,1,2,2,0,0,0,2,,17,3,13,5,4,1,,,,3,7,4,3,,,,,2,2,2,1,,2,1,,0.08,3,3,2
Public Constructor,org.apache.commons.pool2.impl.TestGenericObjectPool.EvictionThread.EvictionThread(GenericObjectPool<T>),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
TypeVariable,org.apache.commons.pool2.impl.TestGenericObjectPool.EvictionThread.T,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,,,,,0,0,0,0,,1,0,,0,0,0,0
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.EvictionThread.run(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,6,1,3,1,1,2,0,1,3,1,2,2,2,1,1,,,,,0,,1,0,0.17,2,2,1
Private Static Class,org.apache.commons.pool2.impl.TestGenericObjectPool.HashSetFactory,3,,0,0,2,1,1,1,1,3,0,0,1,2,0,,0,0,,,,2,0,2,11,0,0,0,2,,16,0,11,6,2,5,,,,2,5,3,2,,,,,1,1,1,1,,3,0,,0.45,2,2,2
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.HashSetFactory.create(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.HashSetFactory.wrap(HashSet<String>),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Private Static Class,org.apache.commons.pool2.impl.TestGenericObjectPool.InvalidFactory,4,,0,0,4,1,1,1,1,4,0,0,1,2,0,,0,0,,,,3,0,3,12,0,0,0,3,,22,2,19,8,6,1,,,,4,9,4,5,,,,,2,2,2,1,,3,1,,0.05,4,4,3
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.InvalidFactory.create(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.InvalidFactory.validateObject(PooledObject<Object>),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,7,1,4,1,2,2,0,2,4,1,3,2,2,1,1,,,,,0,,1,0,0.14,2,2,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.InvalidFactory.wrap(Object),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Static Class,org.apache.commons.pool2.impl.TestGenericObjectPool.InvalidateThread,5,,33,33,5,1,1,1,1,6,0,0,2,1,0,,0,0,,,,3,3,3,3,0,0,0,3,,27,0,23,8,11,4,,,,9,14,7,7,,,,,3,3,3,1,,1,1,,0.17,5,5,3
Public Constructor,"org.apache.commons.pool2.impl.TestGenericObjectPool.InvalidateThread.InvalidateThread(ObjectPool<String>,String)",,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.InvalidateThread.complete(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.InvalidateThread.run(),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,11,0,10,1,7,1,4,3,0,3,5,1,4,3,3,1,3,,,,,0,,1,0,0.1,3,3,1
Public Static Class,org.apache.commons.pool2.impl.TestGenericObjectPool.SimpleFactory,6,,88,90,35,1,1,1,1,6,0,0,2,2,0,,0,0,,,,23,14,23,23,0,1,0,22,,186,22,163,57,79,1,,,,74,115,52,63,,,,,4,4,4,1,,1,2,,0.01,35,35,23
Public Constructor,org.apache.commons.pool2.impl.TestGenericObjectPool.SimpleFactory.SimpleFactory(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,10,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Constructor,org.apache.commons.pool2.impl.TestGenericObjectPool.SimpleFactory.SimpleFactory(boolean),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Constructor,"org.apache.commons.pool2.impl.TestGenericObjectPool.SimpleFactory.SimpleFactory(boolean,boolean)",,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.SimpleFactory.activateObject(PooledObject<String>),,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,17,0,17,5,8,0,1,3,0,9,13,5,8,4,4,1,0,,,,,0,,2,0,0,4,4,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.SimpleFactory.destroyObject(PooledObject<String>),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,17,0,17,3,9,0,2,4,1,7,12,3,9,3,3,1,0,,,,,0,,1,0,0,3,3,1
Private Method,org.apache.commons.pool2.impl.TestGenericObjectPool.SimpleFactory.doWait(long),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,7,0,6,1,3,1,1,2,0,1,3,1,2,2,2,1,1,,,,,0,,1,0,0.17,2,2,1
Public Method,org.apache.commons.pool2.impl.TestGenericObjectPool.SimpleFactory.getMakeCounter(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
